"pattern"	"count"	"nhits"	"name"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	83	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	134	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	134	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|BKC"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|BLAZ"	132	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|CARB"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|CTX"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|GES"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|TEM"	43255	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_A_betalactamases|VEB"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_B_betalactamases|CAU"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_B_betalactamases|IMP"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_B_betalactamases|VIM"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_C_betalactamases|ACT"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_C_betalactamases|AMPC"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_C_betalactamases|AZECL"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_C_betalactamases|BLAEC"	77	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_C_betalactamases|MIR"	75	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Class_D_betalactamases|OXA"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Mutant_porin_proteins|OMPR"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Penicillin_binding_protein|AMPH"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Penicillin_binding_protein|PBP2"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|betalactams|Penicillin_binding_protein|PBP4B"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	134	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA"	15	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	192	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	115	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	157	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation"	16	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation"	19	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	1115	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|MDR_acetyltransferase|IBCR"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	18	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	21	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	67	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	92	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	19	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	257	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	60	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	71	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC"	27063	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM"	44	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	127	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Chromium_resistance|Chromium_resistance_protein|NFSA"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|COPA"	39	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|COPG"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|CUEO"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|CUTC"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Copper_resistance|Copper_resistance_regulator|COPS"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERB"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERT"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERD"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD"	15	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE"	16	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	25	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	198	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	18	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH"	13	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	19	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	51	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	20	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	26	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	48	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	15	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	24	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	26	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	20	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Sodium_resistance|Sodium_resistance_protein|CHAA"	13	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	9	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAB"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	23	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	24	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR"	14	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF"	15	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	8	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	94	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	6	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	37	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	24	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	42	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	5	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation"	2	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	23	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	46	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	16	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRCSM"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	20	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	24	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	20	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	10	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	7	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	22	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRRSM"	1	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	75	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	20	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	17	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	11	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	38	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI"	12	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	3	113294	"G527_93_NoTemplate-DNAextraction1_S93"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	4	113294	"G527_93_NoTemplate-DNAextraction1_S93"
