"count"	"nhits"	"name"	"class"	"type"	"protein"	"gene"	"farm"	"animal"	"sample"	"site"
2	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"EMHC"	"1"	"9"	"16"	"feces"
6	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MDTF"	"1"	"9"	"16"	"feces"
68	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXB"	"1"	"9"	"16"	"feces"
12	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXD"	"1"	"9"	"16"	"feces"
24	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"1"	"9"	"16"	"feces"
12	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXI"	"1"	"9"	"16"	"feces"
8	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXQ"	"1"	"9"	"16"	"feces"
340	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"1"	"9"	"16"	"feces"
6	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"1"	"9"	"16"	"feces"
7	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEY"	"1"	"9"	"16"	"feces"
88	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"	"1"	"9"	"16"	"feces"
4	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGB"	"1"	"9"	"16"	"feces"
1	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGC"	"1"	"9"	"16"	"feces"
1	998416	"G527_16_P1A9_feces_S16"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"	"1"	"9"	"16"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_ABC_efflux_pump"	"SMDB"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"EMHA"	"1"	"8"	"15"	"feces"
6	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"EMHB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"MEXW"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"OPRM"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TBTB"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"VMEQ"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODB"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIA"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_RND_efflux_pump"	"TRIC"	"1"	"8"	"15"	"feces"
14	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA"	"1"	"8"	"15"	"feces"
83	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE"	"1"	"8"	"15"	"feces"
12	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARY"	"1"	"8"	"15"	"feces"
16	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"	"1"	"8"	"15"	"feces"
30	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"	"1"	"8"	"15"	"feces"
64	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT9"	"1"	"8"	"15"	"feces"
32	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"	"1"	"8"	"15"	"feces"
31	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"	"1"	"8"	"15"	"feces"
9	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH6"	"1"	"8"	"15"	"feces"
79731	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"A16S"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RPSL"	"1"	"8"	"15"	"feces"
9004	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSA"	"1"	"8"	"15"	"feces"
7409	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSC"	"1"	"8"	"15"	"feces"
7413	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RRSH"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ACI"	"1"	"8"	"15"	"feces"
6364	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"	"1"	"8"	"15"	"feces"
14	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"ROB"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CEPS"	"1"	"8"	"15"	"feces"
7412	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Cationic_antimicrobial_peptides"	"Cationic_peptide-resistant_16S_ribosomal_subunit_protein"	"CAP16S"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Cationic_antimicrobial_peptides"	"Polymyxin_B_resistance_regulator"	"ARNA"	"1"	"8"	"15"	"feces"
2294	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB"	"1"	"8"	"15"	"feces"
276	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA"	"1"	"8"	"15"	"feces"
68	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB"	"1"	"8"	"15"	"feces"
114	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC"	"1"	"8"	"15"	"feces"
4	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PAREF"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fosfomycin"	"Fosfomycin_target_mutation"	"MURA"	"1"	"8"	"15"	"feces"
69	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSA"	"1"	"8"	"15"	"feces"
4	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	"FUSE"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"	"1"	"8"	"15"	"feces"
8	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANXA"	"1"	"8"	"15"	"feces"
10	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	"VANRC"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANXYC"	"1"	"8"	"15"	"feces"
40	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	"RPOC"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"	"1"	"8"	"15"	"feces"
10	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Glycopeptides"	"VanM-type_resistance_protein"	"VANXM"	"1"	"8"	"15"	"feces"
46	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOBL"	"1"	"8"	"15"	"feces"
78	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	"RPOCL"	"1"	"8"	"15"	"feces"
9	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"CFR"	"1"	"8"	"15"	"feces"
48	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMF"	"1"	"8"	"15"	"feces"
15	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMG"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMR"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMT"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"LLMA"	"1"	"8"	"15"	"feces"
15	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"	"1"	"8"	"15"	"feces"
314	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUC"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUP"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHB"	"1"	"8"	"15"	"feces"
7	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHN"	"1"	"8"	"15"	"feces"
104566	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"LSA"	"1"	"8"	"15"	"feces"
12	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRD"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"OLEC"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"TLRC"	"1"	"8"	"15"	"feces"
3962	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"	"1"	"8"	"15"	"feces"
38	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFE"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATB"	"1"	"8"	"15"	"feces"
3511	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"CARA"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LSAC"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"MACB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"POXT"	"1"	"8"	"15"	"feces"
7	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"SRMB"	"1"	"8"	"15"	"feces"
4	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TAEA"	"1"	"8"	"15"	"feces"
4	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"TLRCM"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"8"	"15"	"feces"
8	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	"ILES"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Pyrazinamide-resistant_mutant"	"RPSA"	"1"	"8"	"15"	"feces"
8553	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	"O23S"	"1"	"8"	"15"	"feces"
56	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	"P16S"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CAT"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"	"1"	"8"	"15"	"feces"
735	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	"PH23S"	"1"	"8"	"15"	"feces"
3820	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	"P23S"	"1"	"8"	"15"	"feces"
2033	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB"	"1"	"8"	"15"	"feces"
10	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP"	"1"	"8"	"15"	"feces"
116	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET35"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETBP"	"1"	"8"	"15"	"feces"
20	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETC"	"1"	"8"	"15"	"feces"
415	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET32"	"1"	"8"	"15"	"feces"
1372	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"	"1"	"8"	"15"	"feces"
249	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET44"	"1"	"8"	"15"	"feces"
45	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"	"1"	"8"	"15"	"feces"
8231	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"	"1"	"8"	"15"	"feces"
6761	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"	"1"	"8"	"15"	"feces"
14305	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"	"1"	"8"	"15"	"feces"
9806	290315	"G527_15_P1A8_feces_S15"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S"	"1"	"8"	"15"	"feces"
6	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"PSTB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Arsenic_resistance"	"Arsenite_oxidase_regulator"	"AIOR"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Cadmium_resistance"	"Cadmium_resistance_regulator"	"CADR"	"1"	"8"	"15"	"feces"
5	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPD"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CTPV"	"1"	"8"	"15"	"feces"
28	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOB"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOC"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CORR"	"1"	"8"	"15"	"feces"
10	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	"ACN"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	"PBRA"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSBM"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CTPC"	"1"	"8"	"15"	"feces"
6	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"FPVA"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"GOLT"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"NCZA"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"RUVBM"	"1"	"8"	"15"	"feces"
6	290315	"G527_15_P1A8_feces_S15"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"IRLR"	"1"	"8"	"15"	"feces"
4	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"ACTP"	"1"	"8"	"15"	"feces"
8	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"RUVB"	"1"	"8"	"15"	"feces"
12	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"ACRD"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_regulator"	"BAER"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	"EFRA"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRB"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"BEPE"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"EMHC"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MDTF"	"1"	"8"	"15"	"feces"
32	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXB"	"1"	"8"	"15"	"feces"
9	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXD"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXE"	"1"	"8"	"15"	"feces"
25	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXF"	"1"	"8"	"15"	"feces"
9	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXI"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXK"	"1"	"8"	"15"	"feces"
1	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXQ"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXY"	"1"	"8"	"15"	"feces"
2	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OPRN"	"1"	"8"	"15"	"feces"
306	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SDEY"	"1"	"8"	"15"	"feces"
10	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"SME"	"1"	"8"	"15"	"feces"
6	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGB"	"1"	"8"	"15"	"feces"
3	290315	"G527_15_P1A8_feces_S15"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"TTGC"	"1"	"8"	"15"	"feces"
