"pattern"	"count"	"nhits"	"sample"
"Drugs|betalactams|Class_B_betalactamases|BJP1"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|betalactams|Class_C_betalactamases|BLAEC"	10	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|betalactams|Class_D_betalactamases|OXA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR"	4	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	14080	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS|RequiresSNPConfirmation"	4	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	3069	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	244	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	141	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	124	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	6	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	93	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanA-type_regulator|VANRA"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA"	8	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanC-type_regulator|VANRC"	4	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation"	35	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanD-type_regulator|VANRD"	6	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanG-type_regulator|VANRG"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanM-type_regulator|VANSM"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Glycopeptides|VanM-type_resistance_protein|VANXM"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	64	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	107	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	6	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|ERM"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|ERM32"	8	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|ERMF"	102	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|ERMG"	9	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|23S_rRNA_methyltransferases|LLMA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	18	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	457	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHC"	14	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Macrolide_phosphotransferases|MPHN"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	205465	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	7	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA"	6887	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE"	44	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	7194	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRC"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAC"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	15	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TAEA"	7	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	16532	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	108	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	475	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	7482	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Rifampin|Monooxygenase|ROX"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	2933	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX"	143	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC"	39	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|OTRA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	436	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	2540	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44"	205	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM"	38	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	13124	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	16156	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	20259	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	19231	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	5	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Copper_resistance|Copper_resistance_protein|COPF"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	44	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	6	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB"	5	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	9	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	15	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR"	15	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	12	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR"	32	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	4	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFPA"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	2	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	14	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	7	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	16	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	7	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	240	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	3	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	13	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	1	561691	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_10_P1A26_feces_S10.txt"
"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	3086	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	7534	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|ASR"	1165	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|EEFA"	1	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	7245	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	4269	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|GADC"	2099	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEA"	735	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|HDEB"	1438	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	3146	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_regulator|EVGA"	972	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	995	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB"	373	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB"	314	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	1	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	2834	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR"	560	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP"	1	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM"	1	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	4022	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	2100	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO"	1104	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB"	1	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	12	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	361	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	10197	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB"	348	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	3670	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC"	1685	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	3417	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	898	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI"	618	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA"	847	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB"	1782	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	1355	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	1350	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA"	5	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	4489	2405864	"/Users/epb5360/git/amr-brazil/data/blast-output/G527_1_P1A11_feces_S1.txt"
